Year,OilProductionInTWh,BarrelsDayEquiv
1948,21.77136,12806682.26
1948,0,0
1948,1.6282,957764.6992
1948,0,0
1948,48.25287,28384040.98
1948,221.87714,130515963.8
1948,920.1074,541239643.3
1948,0,0
1948,0,0
1948,0,0
1948,0,0
1948,0.03489,20523.52927
1948,0,0
1948,34.05264,20030964.57
1948,0,0
1948,0.03489,20523.52927
1948,340.16586,200097563.3
1948,0,0
1948,0.51172,301011.7626
1948,3175.0713,1867688987
1948,633.12555,372426791.5
1948,816.56555,480332673.1
1948,5428.8726,3193454448
1948,0.43031,253123.5276
1949,26.81878,15775752.83
1949,26.81878,15775752.83
1949,3.84953,2264429.396
1949,0,0
1949,0,0
1949,37.58816,22110682.2
1949,917.3162,539597760.9
1949,120.26583,70744605.39
1949,0,0
1949,13.3745,7867352.886
1949,17.46826,10275446.99
1949,0,0
1949,0,0
1949,1.02344,602023.5252
1949,0.16282,95776.46992
1949,39.03028,22958988.07
1949,0,0
1949,0,0
1949,32.73845,19257911.63
1949,946.7518,556912819.6
1949,0.08141,47888.23496
1949,1.37234,807258.8179
1949,47.81093,28124076.27
1949,0,0
1949,0,0
1949,0.10467,61570.5878
1949,0.6978,410470.5854
1949,0,0
1949,0,0
1949,94.01692,55304070.2
1949,3.93094,2312317.631
1949,26.62107,15659452.83
1949,388.9537,228796292.5
1949,488.25064,287206256.8
1949,99.4365,58492058.41
1949,93.48194,54989376.09
1949,0.67454,396788.2325
1949,0,0
1949,9.79246,5760270.548
1949,0,0
1949,0,0
1949,0,0
1949,3477.0095,2045299692
1949,5.88478,3461635.27
1949,2.94239,1730817.635
1949,72.08274,42401611.47
1949,316.7663,186333116.3
1949,47.29921,27823064.51
1949,0,0
1949,0.10467,61570.5878
1949,2.25622,1327188.226
1949,143.95615,84680087.64
1949,0,0
1949,0,0
1949,421.49445,247937910
1949,0.67454,396788.2325
1949,90.92334,53484317.27
1949,796.9225,468777937.9
1949,0,0
1949,0.19771,116299.9992
1949,0.39542,232599.9984
1949,7.22223,4248370.558
1949,0.01163,6841.176423
1949,0,0
1949,3053.7124,1796301399
1949,3018.5898,1775641046
1949,0,0
1949,3060.4346,1800255634
1949,1581.5288,930311052.3
1949,0.01163,6841.176423
1949,0,0
1949,1.46538,861988.2293
1949,796.9225,468777937.9
1949,22.88784,13463435.2
1949,0,0
1949,1.76776,1039858.816
1949,1.163,684117.6423
1949,54.661,32153529.19
1949,270.26956,158982093
1949,911.62915,536252437.4
1949,0,0
1949,0,0
1949,0,0
1949,0,0
1949,0.03489,20523.52927
1949,0,0
1949,35.01793,20598782.21
1949,0,0
1949,0.13956,82094.11707
1949,388.9537,228796292.5
1949,0,0
1949,0.53498,314694.1154
1949,2894.928,1702898812
1949,701.09125,412406614.8
1949,798.1436,469496232
1949,5397.739,3175140566
1949,0.73269,430994.1146
1950,30.807869,18122275.76
1950,30.80787,18122276.34
1950,1.53516,903035.2878
1950,0.03489,20523.52927
1950,0,0
1950,39.04191,22965829.25
1950,1140.8448,671085171.8
1950,142.51402,83831775.88
1950,0,0
1950,19.75937,11623158.74
1950,17.51478,10302811.69
1950,0,0
1950,0,0
1950,0.96529,567817.6431
1950,0.51172,301011.7626
1950,47.86908,28158282.16
1950,0,0
1950,0,0
1950,45.42678,26721635.11
1950,1064.2614,626036113.3
1950,0.95366,560976.4667
1950,2.34926,1381917.637
1950,54.78893,32228782.13
1950,0,0
1950,0,0
1950,0.17445,102617.6463
1950,0.73269,430994.1146
1950,0,0
1950,0,0
1950,110.24077,64847511.31
1950,4.03561,2373888.219
1950,30.31941,17834946.93
1950,440.52115,259130086.4
1950,554.3091,326064174.2
1950,113.98563,67050370.12
1950,109.70579,64532817.2
1950,1.48864,875670.5821
1950,0,0
1950,13.01397,7655276.417
1950,0,0
1950,0,0
1950,0,0
1950,3832.1313,2254194867
1950,5.95456,3502682.328
1950,3.01217,1771864.693
1950,82.30551,48415005.54
1950,375.1838,220696351.4
1950,76.57192,45042305.57
1950,0,0
1950,0.09304,54729.41138
1950,3.40759,2004464.692
1950,199.9197,117599822.7
1950,0,0
1950,0,0
1950,495.124,291249409.7
1950,0.67454,396788.2325
1950,118.10265,69472146.57
1950,998.1448,587143995.9
1950,0,0
1950,0.45357,266805.8805
1950,0.8141,478882.3496
1950,8.19915,4823029.378
1950,0.01163,6841.176423
1950,0,0
1950,3299.4658,1940862222
1950,3265.3435,1920790281
1950,0,0
1950,3321.4583,1953798986
1950,1890.6891,1112170051
1950,0.01163,6841.176423
1950,0,0
1950,2.03525,1197205.874
1950,998.1448,587143995.9
1950,23.85313,14031252.84
1950,0,0
1950,1.88406,1108270.58
1950,19.02668,11192164.63
1950,58.69661,34527417.41
1950,309.92786,182310504.6
1950,1030.1389,605964054.6
1950,0.01163,6841.176423
1950,0,0
1950,0.60476,355741.174
1950,0,0
1950,0.03489,20523.52927
1950,0,0
1950,33.94797,19969393.98
1950,0,0
1950,0.19771,116299.9992
1950,440.52115,259130086.4
1950,0,0
1950,0.53498,314694.1154
1950,3101.814,1824596458
1950,822.33405,483725908.4
1950,905.98865,532934496.3
1950,6055.578,3562104681
1950,1.2793,752529.4065
1951,28.08645,16521441.06
1951,28.08645,16521441.06
1951,1.41886,834623.5236
1951,0.08141,47888.23496
1951,0,0
1951,40.71663,23950958.66
1951,1268.833,746372347.7
1951,169.70496,99826446.36
1951,0,0
1951,26.55129,15618405.77
1951,17.47989,10282288.16
1951,0,0
1951,0,0
1951,0.79084,465199.9967
1951,1.0467,615705.878
1951,57.81273,34007488
1951,0,0
1951,0,0
1951,74.47852,43810893.81
1951,1205.6821,709224759.7
1951,1.15137,677276.4658
1951,3.55878,2093399.985
1951,61.76693,36333487.98
1951,0,0
1951,0,0
1951,0.15119,88935.2935
1951,1.38397,814099.9943
1951,0,0
1951,0,0
1951,135.4895,79699705.32
1951,4.15191,2442299.983
1951,27.12116,15953623.42
1951,491.4024,289060233.3
1951,631.41595,371421144.5
1951,140.23454,82490905.3
1951,134.96616,79391858.27
1951,3.38433,1990782.339
1951,0,0
1951,15.89821,9351888.17
1951,0,0
1951,0,0
1951,0,0
1951,4572.1133,2689478393
1951,5.80337,3413747.035
1951,3.12847,1840276.458
1951,97.16865,57158029.01
1951,196.38419,115520111
1951,99.92496,58779387.82
1951,0,0
1951,0.20934,123141.1756
1951,3.90768,2298635.278
1951,325.8377,191669234
1951,0,0
1951,0,0
1951,329.03595,193550557.5
1951,0.60476,355741.174
1951,126.0692,74158352.42
1951,1098.9187,646422760.2
1951,0,0
1951,0.88388,519929.4081
1951,1.32582,779894.1122
1951,8.30382,4884599.966
1951,0.01163,6841.176423
1951,0,0
1951,3768.1665,2216568514
1951,3733.2068,2196003985
1951,0,0
1951,3801.754,2236325867
1951,2121.8936,1248172697
1951,0.01163,6841.176423
1951,0,0
1951,2.15155,1265617.638
1951,1098.9187,646422760.2
1951,24.87657,14633276.37
1951,0,0
1951,2.10503,1238252.933
1951,27.5631,16213588.12
1951,72.23393,42490546.76
1951,431.72885,253958145.3
1951,1170.7223,688660171.6
1951,0.01163,6841.176423
1951,0,0
1951,0.4652,273647.0569
1951,0,0
1951,0.03489,20523.52927
1951,0,0
1951,34.80859,20475641.03
1951,0,0
1951,0.22097,129982.352
1951,491.4024,289060233.3
1951,0,0
1951,0.52335,307852.939
1951,3532.659,2078034691
1951,929.86505,546979437.3
1951,1036.2213,609541936.9
1951,6867.236,4039550560
1951,1.72124,1012494.111
1952,29.06337,17096099.88
1952,29.06337,17096099.88
1952,1.73287,1019335.287
1952,0.53498,314694.1154
1952,0,0
1952,41.30976,24299858.65
1952,1368.3975,804939700.2
1952,177.45055,104382675.7
1952,0,0
1952,32.14532,18909011.63
1952,17.50315,10295970.52
1952,0,0
1952,0,0
1952,0.77921,458358.8203
1952,1.13974,670435.2894
1952,59.01062,34712129.17
1952,0,0
1952,0,0
1952,95.78468,56343929.02
1952,1274.02,749423524.2
1952,1.38397,814099.9943
1952,5.07068,2982752.92
1952,62.25539,36620817.39
1952,0,0
1952,0,0
1952,0.17445,102617.6463
1952,1.31419,773052.9358
1952,0,0
1952,0,0
1952,169.41422,99655422.83
1952,4.36125,2565441.159
1952,27.35376,16090446.95
1952,550.2269,323662880.1
1952,724.456,426150585.3
1952,174.4849,102638175.8
1952,168.76294,99272316.95
1952,4.0705,2394411.748
1952,0,0
1952,20.41065,12006264.62
1952,0,0
1952,0,0
1952,0,0
1952,4831.3,2841941157
1952,6.95474,4091023.501
1952,3.05869,1799229.399
1952,102.12303,60072370.17
1952,15.8168,9303999.935
1952,215.39923,126705428.5
1952,0,0
1952,0.74432,437835.2911
1952,3.55878,2093399.985
1952,434.7992,255764233.5
1952,0,0
1952,0,0
1952,154.83018,91076575.83
1952,0.59313,348899.9976
1952,127.6974,75116117.12
1952,1190.7026,700413289.2
1952,0,0
1952,1.17463,690958.8187
1952,1.46538,861988.2293
1952,8.31545,4891441.142
1952,0.01163,6841.176423
1952,0,0
1952,3858.02,2269423514
1952,3822.3506,2248441514
1952,0,0
1952,3903.9119,2296418749
1952,2279.0613,1340624285
1952,0.01163,6841.176423
1952,0,0
1952,2.52371,1484535.284
1952,1190.7026,700413289.2
1952,26.15587,15385805.77
1952,0,0
1952,2.50045,1470852.931
1952,38.34411,22555358.67
1952,93.06326,54743093.73
1952,468.84018,275788339.2
1952,1238.3508,728441642
1952,0.09304,54729.41138
1952,0,0
1952,0.4652,273647.0569
1952,0,0
1952,0.03489,20523.52927
1952,0,0
1952,35.49476,20879270.44
1952,0,0
1952,0.25586,150505.8813
1952,550.2269,323662880.1
1952,0,0
1952,0.65128,383105.8797
1952,3598.8687,2116981573
1952,1131.2035,665413818.9
1952,1100.9656,647626819
1952,7218.299,4246058206
1952,1.76776,1039858.816
1953,29.52857,17369746.94
1953,29.52857,17369746.94
1953,1.7445,1026176.463
1953,0.98855,581499.9959
1953,0,0
1953,47.4504,27911999.8
1953,1585.1573,932445464.1
1953,197.66348,116272634.5
1953,0,0
1953,37.46023,22035429.26
1953,17.45663,10268605.81
1953,0,0
1953,0,0
1953,0.90714,533611.761
1953,1.38397,814099.9943
1953,56.76603,33391782.12
1953,0,0
1953,0,0
1953,126.54603,74438840.66
1953,1252.9115,737006759.5
1953,1.90732,1121952.933
1953,7.23386,4255211.735
1953,63.43002,37311776.21
1953,0,0
1953,0,0
1953,0.24423,143664.7049
1953,1.41886,834623.5236
1953,0,0
1953,0,0
1953,196.67493,115691134.5
1953,4.54733,2674899.981
1953,27.34213,16083605.77
1953,613.7965,361056762.2
1953,815.63513,479785367.2
1953,202.15266,118913328.6
1953,196.03528,115314869.8
1953,4.26821,2510711.747
1953,0,0
1953,25.45807,14975335.19
1953,0,0
1953,0,0
1953,0,0
1953,5066.458,2980269391
1953,9.83898,5787635.254
1953,3.16336,1860799.987
1953,121.96381,71743417.14
1953,15.60746,9180858.759
1953,327.8032,192825410.4
1953,0,0
1953,0.98855,581499.9959
1953,3.44248,2024988.221
1953,500.2528,294266350.9
1953,0,0
1953,0,0
1953,175.63626,103315446.3
1953,0.5815,342058.8211
1953,118.1608,69506352.45
1953,1387.1915,815994994.3
1953,0,0
1953,1.19789,704641.1715
1953,1.65146,971447.052
1953,9.5366,5609764.667
1953,0.01163,6841.176423
1953,0,0
1953,3986.171,2344806454
1953,3949.2688,2323099278
1953,0,0
1953,4046.2747,2380161572
1953,2446.8008,1439294578
1953,0.01163,6841.176423
1953,0,0
1953,2.81446,1655564.694
1953,1387.1915,815994994.3
1953,24.85331,14619594.02
1953,0,0
1953,2.19807,1292982.344
1953,47.24106,27788858.63
1953,105.34454,61967376.04
1953,478.83035,281664909.8
1953,1216.0095,715299700.9
1953,0.17445,102617.6463
1953,0,0
1953,0.76758,451517.6439
1953,0,0
1953,0.03489,20523.52927
1953,0,0
1953,36.65776,21563388.08
1953,0,0
1953,0.31401,184711.7634
1953,613.7965,361056762.2
1953,0,0
1953,0.63965,376264.7032
1953,3704.562,2179154102
1953,1318.8885,775816759.3
1953,1071.53,630311760.3
1953,7632.513,4489713498
1953,2.00036,1176682.345
1954,25.13243,14783782.25
1954,25.13243,14783782.25
1954,2.03525,1197205.874
1954,0.84899,499405.8789
1954,0,0
1954,49.18327,28931335.09
1954,1782.8441,1048731816
1954,209.75868,123387458
1954,0,0
1954,40.10024,23588376.31
1954,17.47989,10282288.16
1954,0,0
1954,0,0
1954,2.57023,1511899.989
1954,1.50027,882511.7585
1954,55.68444,32755552.71
1954,0.05815,34205.88211
1954,0,0
1954,150.2945,88408528.79
1954,1342.1136,789478582.7
1954,2.62838,1546105.872
1954,9.17607,5397688.198
1954,64.3139,37831705.62
1954,0,0
1954,0,0
1954,0.16282,95776.46992
1954,1.45375,855147.0528
1954,0,0
1954,0,0
1954,220.0396,129435057.9
1954,4.82645,2839088.215
1954,22.9111,13477117.55
1954,689.43805,405551791.3
1954,915.4787,538516878.6
1954,226.71523,133361899.1
1954,219.35342,129031422.6
1954,5.87315,3454794.093
1954,0,0
1954,31.00558,18238576.34
1954,0,0
1954,0,0
1954,0,0
1954,5173.129,3043017038
1954,14.15371,8325711.706
1954,3.57041,2100241.162
1954,131.75627,77503687.69
1954,40.72826,23957799.83
1954,356.16876,209511033.8
1954,0,0
1954,0.83736,492564.7024
1954,3.489,2052352.927
1954,557.25146,327794974.2
1954,0,0
1954,0,0
1954,208.94458,122908575.6
1954,0.82573,485723.526
1954,136.4199,80246999.44
1954,1572.4225,924954405.3
1954,0,0
1954,1.37234,807258.8179
1954,2.0934,1231411.756
1954,10.92057,6423864.661
1954,0.01163,6841.176423
1954,0,0
1954,3964.167,2331862925
1954,3925.1133,2308890160
1954,0,0
1954,4038.6106,2375653277
1954,2711.9998,1595293989
1954,0.01163,6841.176423
1954,0,0
1954,3.09358,1819752.928
1954,1572.4225,924954405.3
1954,26.65596,15679976.36
1954,0,0
1954,2.13992,1258776.462
1954,55.56814,32687140.95
1954,113.28783,66639899.53
1954,545.226,320721174.2
1954,1303.06,766505877
1954,0.25586,150505.8813
1954,0,0
1954,0.72106,424152.9382
1954,0,0
1954,0.05815,34205.88211
1954,0,0
1954,38.89072,22876893.96
1954,0,0
1954,0.67454,396788.2325
1954,689.43805,405551791.3
1954,0,0
1954,0.68617,403629.4089
1954,3638.399,2140234691
1954,1457.239,857199405.8
1954,1151.3816,677283289.4
1954,7990.694,4700408202
1954,2.51208,1477694.107
1955,23.00414,13531846.96
1955,23.00414,13531846.96
1955,2.41904,1422964.696
1955,0.63965,376264.7032
1955,0,0
1955,50.76495,29861735.09
1955,2084.4448,1226143991
1955,228.75047,134559099.1
1955,0,0
1955,42.63558,25079752.77
1955,17.46826,10275446.99
1955,0,0
1955,0,0
1955,4.08213,2401252.924
1955,3.07032,1806070.576
1955,61.09239,35936699.75
1955,1.7445,1026176.463
1955,0,0
1955,202.4783,119104881.5
1955,1514.1445,890673229.1
1955,3.90768,2298635.278
1955,11.23458,6608576.424
1955,63.88359,37578582.09
1955,0,0
1955,0,0
1955,0.59313,348899.9976
1955,1.24441,732005.8772
1955,0,0
1955,0,0
1955,250.9405,147612057.8
1955,5.41958,3187988.213
1955,21.17823,12457782.27
1955,823.3226,484307408.4
1955,1080.9154,635832583.8
1955,259.67465,152749793
1955,250.31248,147242634.3
1955,10.21114,6006552.899
1955,0,0
1955,36.59961,21529182.2
1955,0,0
1955,0,0
1955,0,0
1955,5620.4766,3306162683
1955,18.61963,10952723.45
1955,4.03561,2373888.219
1955,141.93253,83489722.94
1955,191.09253,112407369.8
1955,386.59283,227407545.5
1955,0.01163,6841.176423
1955,2.37252,1395599.99
1955,3.65182,2148129.397
1955,640.88275,376989850.3
1955,0,0
1955,0,0
1955,370.12476,217720445.5
1955,0.77921,458358.8203
1955,145.78204,85754140.58
1955,1853.6243,1090367228
1955,0.2326,136823.5285
1955,1.18626,697799.9951
1955,2.45393,1443488.225
1955,11.90912,7005364.657
1955,0.01163,6841.176423
1955,0,0
1955,4294.529,2526193512
1955,4252.963,2501742924
1955,0,0
1955,4389.057,2581798217
1955,3156.8704,1856982575
1955,0.01163,6841.176423
1955,0,0
1955,3.29129,1936052.928
1955,1853.6127,1090360404
1955,26.78389,15755229.3
1955,0,0
1955,2.0934,1231411.756
1955,63.24394,37202317.39
1955,122.75465,72208617.14
1955,554.33234,326077844.8
1955,1472.579,866222935.1
1955,0.40705,239441.1748
1955,0,0
1955,0.96529,567817.6431
1955,0,0
1955,0.03489,20523.52927
1955,0,0
1955,40.97249,24101464.54
1955,0,0
1955,2.08177,1224570.58
1955,823.3226,484307408.4
1955,0,0
1955,0.62802,369423.5268
1955,3904.7026,2296883866
1955,1650.2156,970715052
1955,1314.6669,773333465.2
1955,8955.483,5267931140
1955,2.98891,1758182.341
1956,21.724842,12779318.73
1956,21.72484,12779317.56
1956,3.09358,1819752.928
1956,0.39542,232599.9984
1956,0.09304,54729.41138
1956,51.60231,30354299.79
1956,2224.5632,1308566579
1956,246.74208,145142399
1956,0,0
1956,39.86764,23451552.78
1956,17.51478,10302811.69
1956,0,0
1956,0,0
1956,4.84971,2852770.568
1956,6.17553,3632664.68
1956,65.55831,38563711.49
1956,2.87261,1689770.576
1956,0,0
1956,269.01352,158243246
1956,1723.5195,1013834993
1956,5.37306,3160623.507
1956,13.52569,7956288.18
1956,70.98952,41758540.88
1956,0,0
1956,0,0
1956,0.82573,485723.526
1956,1.25604,738847.0537
1956,0,0
1956,0,0
1956,263.23343,154843193
1956,5.24513,3085370.567
1956,20.10827,11828394.03
1956,974.66376,573331619.5
1956,1245.666,732744700.8
1956,274.56104,161506493
1956,262.46585,154391675.4
1956,14.70032,8647246.998
1956,0,0
1956,40.8213,24012529.24
1956,0,0
1956,0,0
1956,0,0
1956,5941.267,3494862917
1956,13.97926,8223094.06
1956,4.60548,2709105.863
1956,152.27159,89571522.9
1956,306.27606,180162387
1956,366.05426,215326033.8
1956,0.24423,143664.7049
1956,6.61747,3892629.385
1956,3.6053,2120764.691
1956,645.5464,379733173.8
1956,0,0
1956,0,0
1956,496.01953,291776192.1
1956,0.83736,492564.7024
1956,147.85219,86971875.86
1956,1974.2739,1161337580
1956,0.2326,136823.5285
1956,1.12811,663594.113
1956,2.68653,1580311.754
1956,12.75811,7504770.536
1956,0.01163,6841.176423
1956,0,0
1956,4578.801,2693412334
1956,4530.3735,2664925570
1956,0,0
1956,4676.283,2750754687
1956,3464.5537,2037972750
1956,0.01163,6841.176423
1956,0,0
1956,3.3727,1983941.163
1956,1974.0297,1161193933
1956,28.55165,16795088.12
1956,0,0
1956,2.13992,1258776.462
1956,68.33788,40198752.66
1956,126.9996,74705646.54
1956,570.3003,335470762.4
1956,1675.0922,985348346
1956,0.68617,403629.4089
1956,0,0
1956,1.02344,602023.5252
1956,0,0
1956,0.03489,20523.52927
1956,0,0
1956,47.60159,28000935.1
1956,0,0
1956,3.55878,2093399.985
1956,974.66376,573331619.5
1956,0,0
1956,0.76758,451517.6439
1956,4113.508,2419710571
1956,1806.2668,1062509875
1956,1502.3053,883708993.8
1956,9745.858,5732857607
1956,3.41922,2011305.868
1957,31.13351,18313829.28
1957,31.13351,18313829.28
1957,5.6987,3352176.447
1957,0.24423,143664.7049
1957,0.1163,68411.76423
1957,56.49854,33234435.06
1957,2320.0105,1364712049
1957,283.00443,166473193
1957,0,0
1957,37.05318,21795988.08
1957,18.59637,10939041.1
1957,0,0
1957,0,0
1957,5.41958,3187988.213
1957,15.36323,9037194.054
1957,64.24412,37790658.56
1957,3.31455,1949735.28
1957,0,0
1957,284.45816,167328328.2
1957,1944.8151,1144008874
1957,6.57095,3865264.679
1957,16.9798,9988117.577
1957,73.58301,43284123.23
1957,0,0
1957,0,0
1957,0.66291,389947.0561
1957,1.25604,738847.0537
1957,0,0
1957,0,0
1957,278.15472,163620422.4
1957,4.89623,2880135.274
1957,27.87711,16398299.89
1957,1143.764,672802348.2
1957,1433.4789,843222876.5
1957,293.18066,172459210.6
1957,277.20105,163059440
1957,16.40993,9652899.932
1957,2.01199,1183523.521
1957,46.11295,27125264.52
1957,0,0
1957,0,0
1957,0,0
1957,6033.237,3548962916
1957,7.85025,4617794.085
1957,5.1172,3010117.626
1957,183.754,108090587.5
1957,418.55206,246207092.4
1957,255.83675,150492204.8
1957,0.62802,369423.5268
1957,14.67706,8633564.645
1957,3.73323,2196017.632
1957,680.84344,400496138.4
1957,0,0
1957,0,0
1957,650.32635,382544909.1
1957,0.77921,458358.8203
1957,143.95615,84680087.64
1957,2033.552,1196207050
1957,0.26749,157347.0577
1957,0.87225,513088.2317
1957,4.59385,2702264.687
1957,17.71249,10419111.69
1957,0.01163,6841.176423
1957,0.01163,6841.176423
1957,4598.0366,2704727393
1957,4541.3174,2671363158
1957,0,0
1957,4699.9155,2764656157
1957,3715.5059,2185591691
1957,0.01163,6841.176423
1957,0,0
1957,3.50063,2059194.103
1957,2032.924,1195837639
1957,29.85421,17561299.88
1957,0,0
1957,2.10503,1238252.933
1957,77.31624,45480140.86
1957,130.0234,76484352.41
1957,581.7791,342222997.6
1957,1888.0957,1110644522
1957,0.83736,492564.7024
1957,0,0
1957,1.10485,649911.7602
1957,0,0
1957,0.02326,13682.35285
1957,0,0
1957,56.0566,32974470.36
1957,0,0
1957,3.46574,2038670.574
1957,1143.764,672802348.2
1957,0,0
1957,0.95366,560976.4667
1957,4112.903,2419354689
1957,1891.294,1112525875
1957,1695.9099,997594051.8
1957,10270.767,6041627605
1957,4.60548,2709105.863
1958,52.323368,30778451.55
1958,52.32337,30778452.73
1958,4.68689,2756994.098
1958,4.98927,2934864.685
1958,0.59313,348899.9976
1958,59.33626,34903682.11
1958,2751.9487,1618793342
1958,296.85574,174621022.3
1958,0,0
1958,32.98268,19401576.33
1958,23.65542,13914952.84
1958,0,0
1958,0,0
1958,5.21024,3064847.037
1958,28.76099,16918229.29
1958,60.58067,35635687.99
1958,2.58186,1518741.166
1958,0,0
1958,258.87216,152277740.1
1958,1848.7745,1087514404
1958,8.44338,4966694.083
1958,26.33032,15488423.42
1958,73.75746,43386740.87
1958,0,0
1958,0,0
1958,0.53498,314694.1154
1958,1.23278,725164.7008
1958,0,0
1958,0,0
1958,286.5167,168539234.1
1958,4.7683,2804882.333
1958,37.02992,21782305.73
1958,1316.702,774530582.8
1958,1614.5115,949712640.4
1958,301.63568,177432751.7
1958,285.58627,167991922.4
1958,16.11918,9481870.522
1958,5.87315,3454794.093
1958,51.61394,30361140.96
1958,0,0
1958,0,0
1958,0,0
1958,5950.7104,3500417858
1958,9.6529,5678176.431
1958,5.10557,3003276.45
1958,190.46451,112037946.3
1958,480.02826,282369562.7
1958,416.5517,245030410
1958,1.03507,608864.7016
1958,17.97998,10576458.75
1958,4.26821,2510711.747
1958,834.44086,490847561.3
1958,0,0
1958,0,0
1958,736.6558,433326938.1
1958,0.67454,396788.2325
1958,152.52745,89722028.78
1958,2451.2783,1441928402
1958,0.40705,239441.1748
1958,0.86062,506247.0553
1958,5.37306,3160623.507
1958,18.85223,11089546.98
1958,0.01163,6841.176423
1958,2.97728,1751341.164
1958,4322.4175,2542598512
1958,4260.4062,2506121277
1958,0,0
1958,4429.0527,2605325099
1958,4017.3044,2363120219
1958,0.01163,6841.176423
1958,0,0
1958,3.61693,2127605.867
1958,2450.2434,1441319637
1958,29.09826,17116623.41
1958,0,0
1958,2.03525,1197205.874
1958,95.62186,56248152.55
1958,131.83768,77551575.93
1958,599.9452,352908938.7
1958,1786.7634,1051037287
1958,0.83736,492564.7024
1958,0,0
1958,1.09322,643070.5837
1958,0,0
1958,0.02326,13682.35285
1958,0,0
1958,61.47618,36162458.57
1958,0,0
1958,3.82627,2250747.043
1958,1316.702,774530582.8
1958,0,0
1958,0.9304,547294.1138
1958,3849.0066,2264121514
1958,2263.2212,1331306579
1958,1577.3885,927875581.7
1958,10527.977,6192927604
1958,5.37306,3160623.507
1959,67.67497,39808805.6
1959,67.67497,39808805.6
1959,5.57077,3276923.506
1959,14.32816,8428329.353
1959,0.59313,348899.9976
1959,74.17614,43633023.22
1959,2987.7703,1757511929
1959,341.17767,200692745.7
1959,0,0
1959,28.58654,16815611.65
1959,26.19076,15406329.3
1959,0,0
1959,0,0
1959,4.80319,2825405.863
1959,35.85529,21091346.91
1959,62.6857,36873940.92
1959,2.23296,1313505.873
1959,0,0
1959,289.04037,170023745.9
1959,1992.847,1172262933
1959,9.74594,5732905.842
1959,43.031,25312352.76
1959,84.44543,49673782.01
1959,0,0
1959,0,0
1959,0.30238,177870.587
1959,1.43049,841464.7
1959,0,0
1959,0,0
1959,299.27478,176043987
1959,4.23332,2490188.218
1959,36.69265,21583911.61
1959,1506.7479,886322287.9
1959,1819.9089,1070534640
1959,317.69672,186880422.2
1959,298.3095,175476175.2
1959,18.81734,11069023.45
1959,8.75739,5151405.846
1959,59.4293,34958411.52
1959,0,0
1959,0,0
1959,0,0
1959,6260.4175,3682598504
1959,12.04868,7087458.774
1959,5.2335,3078529.39
1959,214.55025,126206028.5
1959,539.38776,317286915.4
1959,487.7622,286918939.2
1959,1.48864,875670.5821
1959,19.71285,11595794.04
1959,4.72178,2777517.628
1959,837.9764,492927290.7
1959,0,0
1959,0,0
1959,833.16156,490095031.9
1959,0.65128,383105.8797
1959,157.19109,92465346.41
1959,2642.0686,1554157989
1959,0.40705,239441.1748
1959,1.10485,649911.7602
1959,6.15227,3618982.328
1959,20.61999,12129405.8
1959,0.01163,6841.176423
1959,6.19879,3646347.033
1959,4560.3555,2682562040
1959,4492.6455,2642732629
1959,0,0
1959,4675.6787,2750399216
1959,4324.1733,2543631335
1959,0.01163,6841.176423
1959,0,0
1959,3.70997,2182335.279
1959,2640.5798,1553282224
1959,27.4468,16145176.36
1959,0,0
1959,2.03525,1197205.874
1959,92.95859,54681523.15
1959,133.02394,78249375.92
1959,656.30414,386061256.1
1959,1925.1371,1132433580
1959,0.72106,424152.9382
1959,0,0
1959,1.08159,636229.4073
1959,0,0
1959,0.02326,13682.35285
1959,0,0
1959,67.40748,39651458.55
1959,0,0
1959,4.5357,2668058.805
1959,1506.7479,886322287.9
1959,0,0
1959,0.96529,567817.6431
1959,4046.4143,2380243689
1959,2582.8486,1519322695
1959,1684.431,990841757.8
1959,11360.858,6682857600
1959,6.88496,4049976.442
1960,160.48238,94401399.34
1960,160.48238,94401399.34
1960,8.46664,4980376.436
1960,100.39016,59053034.88
1960,0.77921,458358.8203
1960,106.27494,62514670.15
1960,3420.953,2012325280
1960,382.34787,224910510.2
1960,0,0
1960,28.47024,16747199.88
1960,26.23728,15433694.01
1960,0,0
1960,0,0
1960,5.41958,3187988.213
1960,45.0081,26475352.76
1960,53.30029,31353111.55
1960,2.326,1368235.285
1960,0,0
1960,296.66968,174511575.2
1960,2096.8774,1233457285
1960,10.96709,6451229.367
1960,63.965,37626470.32
1960,88.20192,51883481.99
1960,0.60476,355741.174
1960,0,0
1960,0.16282,95776.46992
1960,1.59331,937241.1699
1960,0,0
1960,0,0
1960,316.7314,186312586.9
1960,4.1868,2462823.512
1960,38.59997,22705864.55
1960,1719.6002,1011529522
1960,2057.3704,1210217874
1960,342.13135,201253733.9
1960,315.73123,185724251.6
1960,22.99251,13525005.79
1960,9.304,5472941.138
1960,64.3139,37831705.62
1960,0,0
1960,0,0
1960,0,0
1960,6526.116,3838891738
1960,14.15371,8325711.706
1960,5.28002,3105894.096
1960,242.00867,142358040.2
1960,622.10034,365941373.9
1960,552.0412,324730115.4
1960,1.50027,882511.7585
1960,23.23674,13668670.49
1960,6.11738,3598458.798
1960,986.4566,580268584.2
1960,0,0
1960,0,0
1960,1036.8611,609918289.8
1960,0.6978,410470.5854
1960,161.52907,95017099.33
1960,3034.2554,1784856105
1960,0.33727,198394.1163
