Year,OilProductionInTWh,BarrelsDayEquiv
1987,0,0
1987,1165.9482,685851877.6
1987,3.2564,1915529.398
1987,0,0
1987,0,0
1987,34148.074,20087102212
1987,14.465098,8508881.117
1987,54.374012,31984712.72
1987,0,0
1987,0,0
1988,0,0
1988,3124.9636,1838213869
1988,3124.9636,1838213869
1988,3581.6018,2106824573
1988,29.783571,17519747.52
1988,611.4504,359676703.4
1988,0,0
1988,259.5816,152695057.8
1988,0,0
1988,275.86078,162271045.9
1988,0,0
1988,12359.029,7270017008
1988,3557.6663,2092744868
1988,3851.88,2265811749
1988,321.6083,189181351.6
1988,15.322511,9013241.702
1988,159.7962,93997764.05
1988,0,0
1988,31.282305,18401355.75
1988,0.50353575,296197.4979
1988,0.818839,481669.9966
1988,0,0
1988,0,0
1988,3.2969992,1939411.281
1988,0,0
1988,0,0
1988,13.586943,7992319.356
1988,0,0
1988,350.34323,206084251.5
1988,0,0
1988,85.20507,50120629.06
1988,2.7771232,1633601.871
1988,0,0
1988,0,0
1988,7188.9565,4228797912
1988,0,0
1988,104.08726,61227799.57
1988,1105.9545,650561466
1988,0,0
1988,0,0
1988,0,0
1988,2643.6099,1555064636
1988,0,0
1988,19.214602,11302706.98
1988,1593.8915,937583228.7
1988,232.53384,136784610.8
1988,0,0
1988,81.85194,48148199.66
1988,0,0
1988,0,0
1988,7.5997386,4470434.439
1988,11.227941,6604671.13
1988,0,0
1988,2.050291,1206053.521
1988,18.93493,11138194.04
1988,54.556965,32092332.13
1988,0,0
1988,0,0
1988,0,0
1988,1961.3013,1153706639
1988,191.90817,112887158
1988,514.4414,302612586.1
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,7809.2114,4593653733
1988,9208.885,5416991139
1988,2593.9854,1525873754
1988,2787.5186,1639716812
1988,448.33713,263727721.7
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,47.865322,28156071.57
1988,0,0
1988,0,0
1988,103.41396,60831740.75
1988,0,0
1988,50.13727,29492511.56
1988,0,0
1988,0,0
1988,14.230025,8370602.883
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,1.9153942,1126702.463
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,14357.529,8445605235
1988,0,0
1988,0,0
1988,36.994778,21761633.97
1988,0,0
1988,375.48618,220874222
1988,782.5798,460341055.6
1988,1365.1671,803039465
1988,1589.8123,935183699.3
1988,0,0
1988,0.25422645,149544.9695
1988,56.25431,33090770.36
1988,0,0
1988,7.785556,4579738.791
1988,0.31971553,188067.9575
1988,290.2848,170755763.5
1988,0,0
1988,0,0
1988,733.22754,431310314.6
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,578.15985,340094027
1988,250.3525,147266175.4
1988,4878.5347,2869726274
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,299.17395,175984675.2
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,1659.4952,976173640.2
1988,8548.914,5028772906
1988,9529.389,5605522902
1988,0,0
1988,0,0
1988,0.24641064,144947.4343
1988,0,0
1988,8.728684,5134519.964
1988,0,0
1988,0,0
1988,56.039642,32964495.06
1988,0,0
1988,0,0
1988,21.02661,12368594.03
1988,0,0
1988,0,0
1988,794.1685,467157937.9
1988,0,0
1988,24548.633,14440372252
1988,8199.998,4823528202
1988,8104.3403,4767258967
1988,8666.98,5098223494
1988,0,0
1988,0,0
1988,662.67206,389807091.4
1988,11058.937,6505257013
1988,11642.722,6848659952
1988,12208.578,7181516420
1988,321.6083,189181351.6
1988,359.7082,211593057.3
1988,28.003492,16472642.24
1988,0,0
1988,0,0
1988,0,0
1988,8855.054,5208855258
1988,86.47234,50866082
1988,3.8018017,2236353.926
1988,2.3526683,1383922.52
1988,0,0
1988,0,0
1988,205.23705,120727675.6
1988,0,0
1988,114.42757,67310334.82
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,3178.5789,1869752281
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,0,0
1988,2391.0156,1406479755
1988,0,0
1988,2488.7437,1463966872
1988,21.883657,12872739.32
1988,0,0
1988,0,0
1988,2.0358512,1197559.521
1988,0,0
1988,0,0
1988,155.51389,91478758.18
1988,2.1785314,1281489.05
1988,0,0
1988,24.180489,14223816.96
1988,0,0
1988,0,0
1988,24250.844,14265202253
1988,11356.726,6680427012
1988,86.58319,50931287.88
1988,57.40568,33768046.82
1988,32.07891,18869946.93
1988,66.5236,39131529.14
1988,0,0
1988,0,0
1988,0,0
1988,7809.2114,4593653733
1988,0,0
1988,837.89465,492879202.4
1988,1331.1582,783034229.8
1988,5338.8906,3140523860
1988,0,0
1988,14231.178,8371281118
1988,0,0
1988,28.3772,16692470.47
1988,0,0
1988,1223.4188,719658112.6
1988,8.0247,4720411.732
1988,0,0
1988,0,0
1988,35607.57,20945629265
1988,94.83861,55787417.26
1988,52.022373,30601395.67
1988,0,0
1988,0,0
1989,0,0
1989,3449.0317,2028842162
1989,3449.0317,2028842162
1989,3821.0125,2247654396
1989,31.727346,18663144.58
1989,633.6584,372740232.7
1989,0,0
1989,263.32645,154897910.7
1989,0,0
1989,281.7945,165761469.4
1989,0,0
1989,13087.647,7698615828
1989,3661.5283,2153840161
1989,3968.5522,2334442454
1989,303.33276,178431034
1989,15.280645,8988614.643
1989,153.0508,90029881.72
1989,0,0
1989,30.737844,18081084.58
1989,0.39678589,233403.4631
1989,0.6909707,406453.3501
1989,0,0
1989,0,0
1989,2.6303928,1547289.872
1989,0,0
1989,0,0
1989,14.1466055,8321532.589
1989,0,0
1989,374.16556,220097386.7
1989,0,0
1989,84.88347,49931452.59
1989,3.1471992,1851293.634
1989,0,0
1989,0,0
1989,6997.3755,4116103206
1989,0,0
1989,108.260666,63682744.26
1989,1077.1761,633632995.6
1989,0,0
1989,0,0
1989,0,0
1989,2666.8726,1568748577
1989,0,0
1989,18.057718,10622186.98
1989,1600.7532,941619522.8
1989,248.43727,146139569.6
1989,0,0
1989,92.59806,54469446.68
1989,0,0
1989,0,0
1989,1.2631625,743036.7595
1989,11.197263,6586625.248
1989,0,0
1989,2.0446892,1202758.345
1989,17.624315,10367244.05
1989,63.475887,37338756.8
1989,0,0
1989,0,0
1989,0,0
1989,1653.5443,972673110.8
1989,177.24585,104262264
1989,517.77924,304576021.4
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,7563.98,4449399969
1989,8950.273,5264866434
1989,2527.8855,1486991460
1989,2701.9521,1589383577
1989,438.17123,257747780.5
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,46.477802,27339883.34
1989,0,0
1989,0,0
1989,118.94001,69964711.27
1989,0,0
1989,48.15944,28329082.15
1989,0,0
1989,0,0
1989,11.653256,6854856.423
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,2.5468814,1498165.519
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,14135.914,8315243471
1989,0,0
1989,0,0
1989,31.129812,18311653.99
1989,0,0
1989,400.64188,235671692.5
1989,833.06067,490035684.8
1989,1672.8422,984024816.6
1989,1616.1876,950698581.6
1989,0,0
1989,0.19014888,111852.2816
1989,53.54452,31496776.25
1989,0,0
1989,7.132703,4195707.618
1989,0.12753679,75021.64065
1989,295.402,173765881.1
1989,0,0
1989,0,0
1989,795.6163,468009585
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,638.3157,375479820.9
1989,295.99164,174112728.2
1989,5531.834,3254019977
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,325.3301,191370645.7
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,1663.8485,978734404.9
1989,9154.465,5384979374
1989,10469.038,6158257604
1989,0,0
1989,0,0
1989,0.18430308,108413.5757
1989,0,0
1989,10.133565,5960920.547
1989,0,0
1989,0,0
1989,48.246315,28380185.1
1989,0,0
1989,0,0
1989,23.881886,14048168.14
1989,0,0
1989,0,0
1989,1011.5126,595007407.6
1989,0,0
1989,25414.518,14949716366
1989,7825.106,4603003497
1989,7730.6797,4547458615
1989,8276.302,4868412907
1989,0,0
1989,0,0
1989,871.1927,512466290.5
1989,10622.975,6248808780
1989,11147.711,6557477013
1989,13259.76,7799858769
1989,303.33276,178431034
1989,372.86066,219329798.5
1989,29.782537,17519139.29
1989,0,0
1989,0,0
1989,0,0
1989,9716.949,5715852313
1989,79.615814,46832831.44
1989,3.1595118,1858536.34
1989,2.0124304,1183782.58
1989,0,0
1989,0,0
1989,228.99637,134703746.1
1989,0,0
1989,111.91549,65832640.72
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,3153.7422,1855142458
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,0,0
1989,2419.7979,1423410519
1989,0,0
1989,2516.527,1480309990
1989,17.185347,10109027.58
1989,0,0
1989,0,0
1989,2.7070518,1592383.401
1989,0,0
1989,0,0
1989,196.96135,115859616.8
1989,2.1725793,1277987.815
1989,0,0
1989,23.819426,14011426.96
1989,0,0
1989,0,0
1989,23822.482,14013224608
1989,12215.01,7185299950
1989,85.4033,50237234.94
1989,57.6848,33932235.06
1989,35.830215,21076596.91
1989,66.8725,39336764.43
1989,0,0
1989,0,0
1989,0,0
1989,7563.98,4449399969
1989,0,0
1989,989.44775,582028084.2
1989,1066.5873,627404289.7
1989,4989.655,2935091156
1989,0,0
1989,14198.083,8351813471
1989,0,0
1989,31.401,18471176.34
1989,0,0
1989,1228.8223,722836642
1989,17.3287,10193352.87
1989,0,0
1989,0,0
1989,36037.492,21198524557
1989,99.03029,58253111.36
1989,47.366127,27862427.45
1989,0,0
1989,0,0
1990,0,0
1990,3696.3718,2174336338
1990,3696.3718,2174336338
1990,4108.255,2416620571
1990,20.251497,11912645.21
1990,678.6744,399220232.5
1990,0,0
1990,271.9094,159946704.8
1990,0,0
1990,295.8271,174015940
1990,0,0
1990,13749.835,8088138179
1990,3791.2954,2230173749
1990,4095.8613,2409330160
1990,352.09924,207117198.6
1990,14.636109,8609475.822
1990,145.375,85514705.28
1990,0,0
1990,28.73143,16900841.06
1990,0.5828234,342837.2917
1990,0.75378615,443403.6145
1990,0,0
1990,0,0
1990,2.6303928,1547289.872
1990,0,0
1990,0,0
1990,14.743389,8672581.704
1990,0,0
1990,396.90588,233474045.4
1990,0,0
1990,86.03725,50610146.7
1990,2.5177596,1481035.048
1990,0,0
1990,0,0
1990,6571.473,3865572326
1990,0,0
1990,102.52921,60311299.58
1990,1078.7738,634572819.1
1990,0,0
1990,0,0
1990,0,0
1990,2880.9934,1694701988
1990,0,0
1990,17.708685,10416873.46
1990,1608.5453,946203111
1990,271.8334,159901998.9
1990,0,0
1990,93.37727,54927805.5
1990,0,0
1990,0,0
1990,1.2631625,743036.7595
1990,10.512792,6183995.251
1990,0,0
1990,1.5791993,928940.7582
1990,18.253756,10737503.45
1990,68.57663,40339193.84
1990,0,0
1990,0,0
1990,0,0
1990,1638.2157,963656287.4
1990,180.52965,106193911
1990,529.1534,311266703.7
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,7098.1147,4175361559
1990,8594.973,5055866435
1990,2595.16,1526564695
1990,2772.1323,1630666047
1990,443.03937,260611392.3
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,43.494843,25585201.59
1990,0,0
1990,0,0
1990,156.92358,92307987.59
1990,0,0
1990,45.558235,26798961.58
1990,0,0
1990,0,0
1990,10.384313,6108419.369
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,2.5468814,1498165.519
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,14847.882,8734048174
1990,0,0
1990,0,0
1990,33.80603,19885899.86
1990,0,0
1990,397.40872,233769833.7
1990,865.66187,509212861.1
1990,1893.2346,1113667404
1990,1224.6495,720382053.8
1990,0,0
1990,0.12676592,74568.18771
1990,54.28884,31934611.54
1990,0,0
1990,7.132703,4195707.618
1990,0.19130519,112532.4639
1990,300.054,176502351.7
1990,0,0
1990,0,0
1990,544.24664,320145080.1
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,782.0249,460014643.8
1990,336.47385,197925792.7
1990,5865.9863,3450580152
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,343.66562,202156245.6
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,1688.312,993124698.9
1990,9738.978,5728810548
1990,10845.423,6379660544
1990,0,0
1990,0,0
1990,0.18430308,108413.5757
1990,0,0
1990,8.844492,5202642.317
1990,0,0
1990,0,0
1990,0,0
1990,52.6676,30980940.96
1990,0,0
1990,0,0
1990,25.046974,14733514.01
1990,0,0
1990,0,0
1990,1017.47095,598512319.3
1990,0,0
1990,26060.68,15329811657
1990,7707.409,4533769968
1990,7612.344,4477849380
1990,8161.4976,4800880908
1990,0,0
1990,0,0
1990,955.32367,561955096.1
1990,10666.097,6274174662
1990,11182.12,6577717601
1990,13855.554,8150325825
1990,352.09924,207117198.6
1990,398.20364,234237433.7
1990,38.441807,22612827.49
1990,0,0
1990,0,0
1990,0,0
1990,10034.734,5902784665
1990,78.70604,46297670.26
1990,2.9699411,1747024.164
1990,1.3416203,789188.4062
1990,0,0
1990,0,0
1990,245.65071,144500416.6
1990,0,0
1990,94.62168,55659811.38
1990,5999.8125,3529301446
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,3984.9458,2344085748
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,0,0
1990,2623.5894,1543287872
1990,0,0
1990,2721.1543,1600678989
1990,15.022189,8836581.703
1990,0,0
1990,0,0
1990,2.6393757,1552573.93
1990,0,0
1990,0,0
1990,235.21815,138363616.7
1990,2.4398158,1435185.755
1990,0,0
1990,28.371239,16688964
1990,0,0
1990,0,0
1990,23625.988,13897639903
1990,13100.788,7706345828
1990,85.770645,50453320.24
1990,55.13085,32429911.54
1990,46.70724,27474846.87
1990,66.291,38994705.61
1990,0,0
1990,0,0
1990,0,0
1990,7098.1147,4175361559
1990,0,0
1990,1083.3516,637265642.6
1990,1065.3545,626679113.3
1990,4845.259,2850152333
1990,0,0
1990,13662.448,8036734061
1990,0,0
1990,32.564,19155293.98
1990,0,0
1990,1369.9797,805870406.1
1990,31.401,18471176.34
1990,0,0
1990,0,0
1990,36726.777,21603986319
1990,101.25569,59562170.17
1990,44.556717,26209833.35
1990,0,0
1990,0,0
1991,0,0
1991,3834.5972,2255645396
1991,3834.5972,2255645396
1991,4255.214,2503067041
1991,12.825948,7544675.241
1991,682.60803,401534132.5
1991,0,0
1991,285.0978,167704587.1
1991,0,0
1991,301.00766,177063328.2
1991,0,0
1991,13714.863,8067566414
1991,3898.6807,2293341572
1991,4215.4683,2479687218
1991,332.7697,195746881
1991,17.214254,10126031.69
1991,136.92813,80545958.26
1991,0,0
1991,26.21367,15419805.77
1991,0.5208109,306359.3508
1991,0.75378615,443403.6145
1991,0,0
1991,0,0
1991,2.6303928,1547289.872
1991,0,0
1991,0,0
1991,14.743389,8672581.704
1991,0,0
1991,392.28058,230753280.7
1991,0,0
1991,93.08701,54757064.32
1991,0.7553278,444310.4675
1991,0,0
1991,0,0
1991,5940.3447,3494320387
1991,0,0
1991,97.43459,57314464.3
1991,1084.0847,637696877.9
1991,0,0
1991,0,0
1991,0,0
1991,3027.1682,1780687164
1991,0,0
1991,15.407841,9063435.819
1991,1639.7137,964537463.8
1991,262.5844,154461410.7
1991,0,0
1991,93.66802,55098834.91
1991,0,0
1991,0,0
1991,1.2631625,743036.7595
1991,10.512792,6183995.251
1991,0,0
1991,1.8451936,1085407.992
1991,17.624315,10367244.05
1991,80.478355,47340208.49
1991,0,0
1991,0,0
1991,0,0
1991,1633.1556,960679758
1991,189.62236,111542563.9
1991,528.21136,310712562.5
1991,0,0
1991,0.05850076,34412.21152
1991,0,0
1991,0,0
1991,6477.049,3810028797
1991,8097.04,4762964673
1991,2724.6316,1602724459
1991,2910.166,1711862341
1991,433.87918,255223045.3
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,41.76862,24569776.3
1991,0,0
1991,0,0
1991,171.05405,100620028.7
1991,0,0
1991,45.04751,26498535.11
1991,0,0
1991,0,0
1991,10.585168,6226569.368
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,2.8015695,1647982.047
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,15775.625,9279779347
1991,0,0
1991,0,0
1991,28.85252,16972070.47
1991,0,0
1991,374.2534,220149057.3
1991,942.09454,554173254.9
1991,2027.9333,1192901933
1991,162.1561,95385940.51
1991,0,0
1991,0.12676592,74568.18771
1991,50.38116,29635976.26
1991,0,0
1991,9.659028,5681781.137
1991,0.19130519,112532.4639
1991,309.358,181975292.8
1991,0,0
1991,0,0
1991,107.19352,63055011.32
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,789.593,464466467.3
1991,382.55493,225032310.2
1991,6193.3145,3643126151
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,357.8599,210505822.1
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,1777.2651,1045450052
1991,9581.017,5635892313
1991,10597.435,6233785250
1991,0,0
1991,0,0
1991,0.18430308,108413.5757
1991,0,0
1991,10.133565,5960920.547
1991,0,0
1991,0,0
1991,0,0
1991,53.44318,31437164.49
1991,0,0
1991,0,0
1991,26.065813,15332831.07
1991,0,0
1991,0,0
1991,1117.5122,657360113
1991,0,0
1991,25675.135,15103020483
1991,7874.162,4631859968
1991,7779.6387,4576258027
1991,8330.235,4900138201
1991,0,0
1991,0,0
1991,1091.3853,641991348.4
1991,10952.559,6442681720
1991,11497.881,6763459364
1991,13761.263,8094860532
1991,332.7697,195746881
1991,410.7192,241599527.7
1991,39.28437,23108452.78
1991,0,0
1991,0.120063595,70625.64362
1991,0,0
1991,9707.28,5710164666
1991,70.13512,41255952.65
1991,1.8957072,1115121.875
1991,1.869369,1099628.816
1991,0,0
1991,0,0
1991,237.2873,139580763.7
1991,0,0
1991,81.50304,47942964.37
1991,5372.4087,3160240390
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,4981.6616,2930389156
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,2771.913,1630537047
1991,0,0
1991,2868.786,1687521165
1991,18.735231,11020724.04
1991,0,0
1991,0,0
1991,2.3686705,1393335.578
1991,0,0
1991,0,0
1991,272.954,160561175.3
1991,1.8984053,1116708.992
1991,0,0
1991,32.83612,19315364.57
1991,0,0
1991,0,0
1991,23439.219,13787775786
1991,13188.477,7757927593
1991,84.25131,49559593.77
1991,63.317207,37245415.62
1991,56.304623,33120366.24
1991,62.802,36942352.68
1991,0,0
1991,0,0
1991,0,0
1991,0,0
1991,1242.6837,730990406.6
1991,1061.3538,624325760.3
1991,4918.2886,2893110921
1991,0,0
1991,12109.107,7123004068
1991,0,0
1991,32.564,19155293.98
1991,0,0
1991,1527.3146,898420346.7
1991,46.0548,27091058.63
1991,0,0
1991,0,0
1991,36627.695,21545702790
1991,109.60094,64471140.73
1991,41.131683,24195107.48
1991,0,0
1991,0,0
1992,0,0
1992,3907.2974,2298410219
1992,3907.2976,2298410337
1992,4301.9805,2530576747
1992,7.445893,4379937.028
1992,657.1114,386536114.9
1992,0,0
1992,315.7894,185758469.3
1992,0,0
1992,337.74042,198670833.9
1992,0,0
1992,0,0
1992,14737.893,8669348763
1992,3892.5122,2289713043
1992,4208.2065,2475415571
1992,327.94684,192909904.5
1992,15.276754,8986325.819
1992,130.206,76591764.17
1992,0,0
1992,26.574823,15632248.71
1992,0.6466027,380354.5267
1992,0.8818265,518721.467
1992,25.250868,14853451.66
1992,0,0
1992,0,0
1992,3.6926389,2172140.514
1992,0,0
1992,0,0
1992,15.714908,9244063.465
1992,0,0
1992,0,0
1992,398.22034,234247257.2
1992,0,0
1992,103.77187,61042276.04
1992,0.6942807,408400.4089
1992,0,0
1992,0,0
1992,5192.873,3054631155
1992,0,0
1992,89.4001,52588293.75
1992,1129.9683,664687230.6
1992,0,0
1992,0,0
1992,0,0
1992,3092.1162,1818891870
1992,0,0
1992,14.2089815,8358224.353
1992,1651.9252,971720699.1
1992,270.6158,159185763.6
1992,0,0
1992,100.45994,59094081.94
1992,0,0
1992,0,0
1992,0.9499673,558804.2902
1992,25.306911,14886418.13
1992,11.914288,7008404.657
1992,0,0
1992,1.5168449,892261.6996
1992,16.410275,9653102.874
1992,89.22337,52484334.93
1992,0,0
1992,0,0
1992,0,0
1992,1678.5153,987361934.3
1992,203.0098,119417528.6
1992,534.80554,314591491.9
1992,0,0
1992,1.1551099,679476.407
1992,0,0
1992,0,0
1992,0,0
1992,5527.7783,3251634271
1992,7538.537,4434433498
1992,2900.377,1706104106
1992,3081.7869,1812815811
1992,430.18008,253047104.1
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,42.66527,25097217.47
1992,0,0
1992,0,0
1992,168.07677,98868687.54
1992,0,0
1992,1.830688,1076875.287
1992,40.081245,23577202.78
1992,0.7010123,412360.1736
1992,0,0
1992,8.618577,5069751.141
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,3.0646312,1802724.223
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,16769.736,9864550519
1992,0,0
1992,0,0
1992,28.260681,16623929.88
1992,0,0
1992,339.43317,199666569.2
1992,892.3741,524925937.5
1992,2043.1451,1201850050
1992,304.08456,178873269.3
1992,0,0
1992,0.12711322,74772.48183
1992,52.34663,30792135.08
1992,0,0
1992,10.952113,6442419.367
1992,0,0
1992,300.054,176502351.7
1992,0,0
1992,0,0
1992,627.50287,369119332.7
1992,1.3702247,806014.5238
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,810.6005,476823820.2
1992,0,0
1992,399.62476,235073386.6
1992,6208.423,3652013504
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,363.60205,213883557.3
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,1779.7585,1046916757
1992,10618.614,6246243486
1992,11446.947,6733498188
1992,0,0
1992,0,0
1992,0,0
1992,0.12320546,72473.79949
1992,0,0
1992,9.281627,5459780.55
1992,0,0
1992,0,0
1992,0,0
1992,41.106205,24180120.42
1992,0,0
1992,0,0
1992,24.20981,14241064.61
1992,0,0
1992,0,0
1992,1159.6451,682144171.7
1992,0,0
1992,26086.271,15344865187
1992,7805.196,4591291733
1992,7713.2876,4537227968
1992,8254.544,4855614084
1992,0,0
1992,0,0
1992,0,0
1992,1243.2551,731326524.3
1992,11071.701,6512765249
1992,11594.672,6820395246
1992,14689.321,8640776998
1992,327.94684,192909904.5
1992,430.74747,253380862.9
1992,39.24116,23083035.13
1992,0,0
1992,31.90402,18767070.46
1992,0,0
1992,10546.818,6204010545
1992,70.800804,41647531.47
1992,5.069069,2981805.273
1992,1.9994566,1176150.933
1992,0,0
1992,0,0
1992,274.47525,161456028.3
1992,0,0
1992,79.39801,46704711.44
1992,4638.16,2728329393
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,5141.365,3024332332
1992,0,0
1992,14.378502,8457942.294
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,0.94831413,557831.8373
1992,2837.545,1669144106
1992,0,0
1992,2933.0122,1725301282
1992,17.993006,10584121.1
1992,0,0
1992,0.16374409,96320.05227
1992,3.3930857,1995932.751
1992,0,0
1992,0,0
1992,298.13672,175374539.9
1992,1.767883,1039931.169
1992,0.783507,460886.4674
1992,0,0
1992,38.40684,22592258.67
1992,0,0
1992,0,0
1992,22930.03,13488252847
1992,14227.944,8369378765
1992,80.81668,47539223.2
1992,63.431183,37312460.33
1992,53.89257,31701511.54
1992,60.476,35574117.4
1992,0,0
1992,0,0
1992,0,0
1992,0,0
1992,56.144535,33026196.83
1992,1368.6174,805069053.2
1992,1096.1392,644787760.2
1992,4803.5605,2825623804
1992,0,0
1992,11606.291,6827229952
1992,0,0
1992,38.379,22575882.19
1992,0,0
1992,1530.3912,900230111.3
1992,63.8487,37558058.56
1992,0,0
1992,0,0
1992,37157.973,21857631023
1992,101.488045,59698849.58
1992,0,0
1992,0,0
1993,0,0
1993,3856.3596,2268446808
1993,3856.3596,2268446808
1993,4239.771,2493982924
1993,7.425549,4367969.969
1993,655.03894,385317020.8
1993,0,0
1993,288.5403,169729587
1993,0,0
1993,361.31885,212540498.5
1993,0,0
1993,0,0
1993,15144.801,8908706408
1993,3916.5498,2303852807
1993,4243.699,2496293512
1993,305.88654,179933257.6
1993,14.544847,8555792.293
1993,119.22262,70130952.45
1993,0,0
1993,31.314928,18420545.75
1993,0.70684844,415793.1971
1993,0.81660175,480353.9672
1993,25.181877,14812868.72
1993,0,0
1993,0,0
1993,3.8140695,2243570.278
1993,0,0
1993,0,0
1993,16.268757,9569856.992
1993,0,0
1993,0,0
1993,406.4251,239073586.6
1993,0,0
1993,99.33859,58434464.3
1993,0.6294399,370258.7621
1993,0,0
1993,0,0
1993,4636.559,2727387628
1993,0,0
1993,80.87708,47574752.61
1993,1189.5297,699723348
1993,0,0
1993,0,0
1993,0,0
1993,3227.8848,1898755751
1993,0,0
1993,13.995642,8232730.531
1993,1675.0688,985334581.3
1993,279.4891,164405351.8
1993,0,0
1993,110.92694,65251140.72
1993,0,0
1993,0,0
1993,0.31579074,185759.2575
1993,25.703396,15119644.6
1993,14.619622,8599777.587
1993,0,0
1993,1.3964702,821453.0531
1993,15.735996,9256468.17
1993,95.21383,56008134.9
1993,0,0
1993,0,0
1993,0,0
1993,1732.4153,1019067816
1993,217.78123,128106605
1993,552.739,325140586
1993,0,0
1993,2.8798847,1694049.812
1993,0,0
1993,0,0
1993,0,0
1993,4904.274,2884867039
1993,7162.769,4213393500
1993,3035.5725,1785630870
1993,3219.1257,1893603340
1993,426.8433,251084292.4
1993,0,0
1993,0,0
1993,0,0
1993,0,0
1993,40.663593,23919760.42
1993,0,0
1993,0,0
1993,177.04349,104143228.7
1993,0,0
1993,1.2590938,740643.4066
1993,38.70279,22766346.9
1993,1.0168682,598157.7605
1993,0,0
1993,7.282723,4283954.676
1993,0,0
1993,0,0
1993,0,0
1993,0,0
1993,4.4570427,2621789.805
1993,0,0
1993,0,0
1993,0,0
1993,0,0
1993,17079.605,10046826400
1993,0,0
1993,0,0
1993,27.913342,16419612.83
1993,0,0
1993,324.18625,190697792.8
1993,893.77747,525751449.3
1993,2143.3386,1260787403
1993,259.72107,152777098.9
1993,0,0
1993,0.12676592,74568.18771
1993,53.9632,31743058.6
1993,0,0
1993,9.524724,5602778.784
1993,0,0
1993,267.49,157347057.7
1993,0,0
1993,0,0
1993,1123.2484,660734348.3
1993,1.2405715,729747.9361
1993,0,0
1993,0,0
1993,0,0
1993,0,0
1993,0,0
1993,768.9975,452351467.4
1993,1.0072751,592514.7606
1993,443.35513,260797133.5
1993,6290.4814,3700283151
1993,0,0
1993,0,0
1993,0,0
1993,0,0
1993,355.60532,209179598.5
1993,0,0
1993,0,0
1993,0,0
1993,0,0
1993,0,0
1993,0,0
1993,1782.609,1048593522
1993,11024.773,6485160543
1993,12001.743,7059848774
1993,0,0
1993,0,0
1993,0,0
1993,0.12286872,72275.71714
1993,0,0
1993,9.209715,5417479.374
1993,0,0
1993,0,0
1993,0,0
1993,40.412205,23771885.13
1993,0,0
1993,0,0
1993,26.15307,15384158.72
1993,0,0
